run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260313-001923-TMMEA-DA-transfer-adapt-v22b-target-fbyg15k-transfer-tgt-FBYG15K-norm-s42,FBYG15K,norm,FBYG15K,0.037,0.1003,0.061,837.879,0.0372,0.0986,0.061,870.987,0.037099999999999994,0.09945,0.061,854.433
20260313-003932-TMMEA-DA-transfer-adapt-v22b-target-fbyg15k-transfer-tgt-FBYG15K-norm-s2026,FBYG15K,norm,FBYG15K,0.038,0.094,0.059,961.898,0.0348,0.0906,0.055,983.912,0.0364,0.0923,0.056999999999999995,972.905
