run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260306-021952-MEAformer-transfer-adapt-target-fr_en-transfer-tgt-DBP15K-fr_en-s3407,DBP15K,fr_en,fr_en,0.4636,0.692,0.542,44.839,0.4676,0.6953,0.543,45.159,0.4656,0.69365,0.5425,44.998999999999995
20260306-031137-MEAformer-transfer-adapt-target-fbyg15k-transfer-tgt-FBYG15K-norm-s3407,FBYG15K,norm,FBYG15K,0.0365,0.0945,0.058,970.684,0.0342,0.0871,0.055,983.033,0.03535,0.09079999999999999,0.0565,976.8585
