target,baseline_num_runs,tmmeada_num_runs,baseline_avg_hits@1_mean,baseline_avg_hits@1_std,tmmeada_avg_hits@1_mean,tmmeada_avg_hits@1_std,delta_avg_hits@1_mean,baseline_avg_hits@10_mean,baseline_avg_hits@10_std,tmmeada_avg_hits@10_mean,tmmeada_avg_hits@10_std,delta_avg_hits@10_mean,baseline_avg_mrr_mean,baseline_avg_mrr_std,tmmeada_avg_mrr_mean,tmmeada_avg_mrr_std,delta_avg_mrr_mean,baseline_avg_mr_mean,baseline_avg_mr_std,tmmeada_avg_mr_mean,tmmeada_avg_mr_std,delta_avg_mr_mean
FBYG15K,2,2,0.035425,0.0004750000000000032,0.035875000000000004,0.0007750000000000014,0.00045000000000000595,0.09487499999999999,0.003974999999999999,0.09567500000000001,0.004575000000000003,0.0008000000000000229,0.057749999999999996,0.001749999999999998,0.058249999999999996,0.0022499999999999985,0.0005000000000000004,930.6155,71.29750000000001,907.164,51.31449999999995,-23.45150000000001
