target,baseline_num_runs,tmmeada_num_runs,baseline_avg_hits@1_mean,baseline_avg_hits@1_std,tmmeada_avg_hits@1_mean,tmmeada_avg_hits@1_std,delta_avg_hits@1_mean,baseline_avg_hits@10_mean,baseline_avg_hits@10_std,tmmeada_avg_hits@10_mean,tmmeada_avg_hits@10_std,delta_avg_hits@10_mean,baseline_avg_mrr_mean,baseline_avg_mrr_std,tmmeada_avg_mrr_mean,tmmeada_avg_mrr_std,delta_avg_mrr_mean,baseline_avg_mr_mean,baseline_avg_mr_std,tmmeada_avg_mr_mean,tmmeada_avg_mr_std,delta_avg_mr_mean
FBDB15K,2,2,0.010675,2.5000000000000716e-05,0.0104,0.00014999999999999996,-0.00027500000000000094,0.045399999999999996,0.0011000000000000003,0.0448,0.0010500000000000023,-0.0005999999999999964,0.02525,0.0002500000000000002,0.025,0.0005000000000000004,-0.0002500000000000002,1313.1755,22.13499999999999,1317.076,10.11099999999999,3.9004999999999654
ja_en,2,2,0.430875,0.0020250000000000268,0.432025,0.0020750000000000213,0.0011499999999999844,0.657525,0.00022500000000003073,0.6582250000000001,0.0021749999999999825,0.0007000000000000339,0.5082500000000001,0.0007499999999999729,0.509,0.0014999999999999458,0.0007499999999999174,71.43775,5.869249999999994,70.6585,6.0105,-0.7792499999999905
