run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260314-071026-TMMEA-DA-transfer-adapt-v24c-target-fbyg15k-transfer-tgt-FBYG15K-norm-s42,FBYG15K,norm,FBYG15K,0.0372,0.1036,0.061,835.039,0.0379,0.1008,0.062,860.56,0.03755,0.1022,0.0615,847.7995
20260314-073038-TMMEA-DA-transfer-adapt-v24c-target-fbyg15k-transfer-tgt-FBYG15K-norm-s2026,FBYG15K,norm,FBYG15K,0.0375,0.0974,0.06,942.448,0.0346,0.0934,0.056,960.377,0.03605,0.0954,0.057999999999999996,951.4124999999999
