run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260312-131127-TMMEA-DA-transfer-adapt-v20b-target-fbyg15k-transfer-tgt-FBYG15K-norm-s42,FBYG15K,norm,FBYG15K,0.0366,0.0968,0.06,835.698,0.0361,0.0967,0.06,871.442,0.03635,0.09675,0.06,853.5699999999999
20260312-132757-TMMEA-DA-transfer-adapt-v20b-target-fbyg15k-transfer-tgt-FBYG15K-norm-s2026,FBYG15K,norm,FBYG15K,0.0375,0.0902,0.058,965.371,0.0343,0.0866,0.055,994.089,0.0359,0.0884,0.0565,979.73
