run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260306-002756-MEAformer-transfer-adapt-target-fbyg15k-transfer-tgt-FBYG15K-norm-s42,FBYG15K,norm,FBYG15K,0.0357,0.0996,0.06,848.219,0.0361,0.0981,0.059,870.417,0.0359,0.09885,0.0595,859.318
20260306-031137-MEAformer-transfer-adapt-target-fbyg15k-transfer-tgt-FBYG15K-norm-s3407,FBYG15K,norm,FBYG15K,0.0365,0.0945,0.058,970.684,0.0342,0.0871,0.055,983.033,0.03535,0.09079999999999999,0.0565,976.8585
