target,baseline_num_runs,tmmeada_num_runs,baseline_avg_hits@1_mean,baseline_avg_hits@1_std,tmmeada_avg_hits@1_mean,tmmeada_avg_hits@1_std,delta_avg_hits@1_mean,baseline_avg_hits@10_mean,baseline_avg_hits@10_std,tmmeada_avg_hits@10_mean,tmmeada_avg_hits@10_std,delta_avg_hits@10_mean,baseline_avg_mrr_mean,baseline_avg_mrr_std,tmmeada_avg_mrr_mean,tmmeada_avg_mrr_std,delta_avg_mrr_mean,baseline_avg_mr_mean,baseline_avg_mr_std,tmmeada_avg_mr_mean,tmmeada_avg_mr_std,delta_avg_mr_mean
FBDB15K,2,2,0.009675,0.00022500000000000037,0.010375,0.00032500000000000064,0.000700000000000001,0.039575,0.00027499999999999747,0.045375,0.0012250000000000004,0.0058,0.02175,0.0002500000000000002,0.0245,0.0005000000000000004,0.0027500000000000024,1494.66275,7.564750000000004,1315.34125,20.984249999999975,-179.32150000000001
ja_en,2,2,0.43167500000000003,0.0005749999999999922,0.43167500000000003,0.0005749999999999922,0.0,0.659325,0.001475000000000004,0.659325,0.001475000000000004,0.0,0.509,0.0,0.509,0.0,0.0,70.23575,5.075250000000004,70.23575,5.075250000000004,0.0
