run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260306-032943-TMMEA-DA-transfer-adapt-target-fr_en-transfer-tgt-DBP15K-fr_en-s3407,DBP15K,fr_en,fr_en,0.4616,0.6941,0.541,45.085,0.4662,0.6953,0.542,45.894,0.4639,0.6947000000000001,0.5415000000000001,45.4895
20260306-041721-TMMEA-DA-transfer-adapt-v8-target-fbyg15k-transfer-tgt-FBYG15K-norm-s3407,FBYG15K,norm,FBYG15K,0.037,0.0943,0.058,950.955,0.0357,0.0909,0.056,964.928,0.03635,0.09259999999999999,0.057,957.9415
