run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260304-221002-MEAformer-transfer-adapt-target-ja_en-transfer-tgt-DBP15K-ja_en-s42,DBP15K,ja_en,ja_en,0.4321,0.6561,0.509,78.454,0.4256,0.6585,0.506,76.16,0.42884999999999995,0.6573,0.5075000000000001,77.30699999999999
20260309-132501-MEAformer-transfer-adapt-target-ja_en-transfer-tgt-DBP15K-ja_en-s2026,DBP15K,ja_en,ja_en,0.4336,0.6498,0.508,91.629,0.4287,0.6475,0.505,91.695,0.43115000000000003,0.64865,0.5065,91.662
