run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260306-004727-TMMEA-DA-transfer-adapt-target-fr_en-transfer-tgt-DBP15K-fr_en-s42,DBP15K,fr_en,fr_en,0.4559,0.681,0.532,50.057,0.4587,0.6864,0.534,50.462,0.45730000000000004,0.6837,0.533,50.2595
20260306-013639-TMMEA-DA-transfer-adapt-v8-target-fbyg15k-transfer-tgt-FBYG15K-norm-s42,FBYG15K,norm,FBYG15K,0.0371,0.1001,0.061,847.231,0.0364,0.1004,0.06,870.342,0.036750000000000005,0.10025,0.0605,858.7864999999999
