target,baseline_num_runs,tmmeada_num_runs,baseline_avg_hits@1_mean,baseline_avg_hits@1_std,tmmeada_avg_hits@1_mean,tmmeada_avg_hits@1_std,delta_avg_hits@1_mean,baseline_avg_hits@10_mean,baseline_avg_hits@10_std,tmmeada_avg_hits@10_mean,tmmeada_avg_hits@10_std,delta_avg_hits@10_mean,baseline_avg_mrr_mean,baseline_avg_mrr_std,tmmeada_avg_mrr_mean,tmmeada_avg_mrr_std,delta_avg_mrr_mean,baseline_avg_mr_mean,baseline_avg_mr_std,tmmeada_avg_mr_mean,tmmeada_avg_mr_std,delta_avg_mr_mean
FBYG15K,2,2,0.035425,0.0004750000000000032,0.03685,0.0004000000000000045,0.0014250000000000027,0.09487499999999999,0.003974999999999999,0.095125,0.005775000000000002,0.0002500000000000141,0.057749999999999996,0.001749999999999998,0.05875,0.001749999999999998,0.0010000000000000009,930.6155,71.29750000000001,932.951,42.162499999999966,2.3355000000000246
