run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260312-014301-TMMEA-DA-transfer-adapt-v17c-target-fbdb15k-transfer-tgt-FBDB15K-norm-s42,FBDB15K,norm,FBDB15K,0.0073,0.0335,0.018,1551.801,0.0076,0.0346,0.019,1575.192,0.00745,0.03405,0.0185,1563.4965
20260312-014735-TMMEA-DA-transfer-adapt-v17c-target-fbdb15k-transfer-tgt-FBDB15K-norm-s2026,FBDB15K,norm,FBDB15K,0.0059,0.0344,0.018,1460.771,0.0058,0.0328,0.018,1495.598,0.005849999999999999,0.033600000000000005,0.018,1478.1844999999998
