run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260314-054535-TMMEA-DA-transfer-adapt-v24a-target-fbyg15k-transfer-tgt-FBYG15K-norm-s42,FBYG15K,norm,FBYG15K,0.0369,0.1048,0.061,836.344,0.0378,0.1027,0.062,862.592,0.03735,0.10375000000000001,0.0615,849.4680000000001
20260314-060700-TMMEA-DA-transfer-adapt-v24a-target-fbyg15k-transfer-tgt-FBYG15K-norm-s2026,FBYG15K,norm,FBYG15K,0.0369,0.0962,0.059,943.721,0.0355,0.0943,0.057,957.551,0.036199999999999996,0.09525,0.057999999999999996,950.636
