run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260312-040832-TMMEA-DA-transfer-adapt-v18a-target-fbdb15k-transfer-tgt-FBDB15K-norm-s42,FBDB15K,norm,FBDB15K,0.016,0.0607,0.034,1045.528,0.0146,0.0602,0.033,1062.72,0.015300000000000001,0.06045,0.0335,1054.124
20260312-041310-TMMEA-DA-transfer-adapt-v18a-target-fbdb15k-transfer-tgt-FBDB15K-norm-s2026,FBDB15K,norm,FBDB15K,0.0146,0.0619,0.033,1013.544,0.0156,0.0635,0.034,1026.215,0.015099999999999999,0.0627,0.0335,1019.8795
