run_id,data_choice,data_split,target,l2r_hits@1,l2r_hits@10,l2r_mrr,l2r_mr,r2l_hits@1,r2l_hits@10,r2l_mrr,r2l_mr,avg_hits@1,avg_hits@10,avg_mrr,avg_mr
20260312-120219-TMMEA-DA-transfer-adapt-v19c-target-fbyg15k-transfer-tgt-FBYG15K-norm-s42,FBYG15K,norm,FBYG15K,0.036,0.1028,0.06,879.842,0.0371,0.1008,0.06,920.038,0.03655,0.1018,0.06,899.94
20260312-121904-TMMEA-DA-transfer-adapt-v19c-target-fbyg15k-transfer-tgt-FBYG15K-norm-s2026,FBYG15K,norm,FBYG15K,0.0367,0.0944,0.058,980.444,0.0367,0.0901,0.057,999.885,0.0367,0.09225,0.0575,990.1645
