lang_pair,num_runs,l2r_hits@1_mean,l2r_hits@1_std,l2r_hits@10_mean,l2r_hits@10_std,l2r_mrr_mean,l2r_mrr_std,r2l_hits@1_mean,r2l_hits@1_std,r2l_hits@10_mean,r2l_hits@10_std,r2l_mrr_mean,r2l_mrr_std
zh_en,5,0.5524,0.0056,0.8409,0.0016,0.6492,0.0035,0.553,0.0025,0.8404,0.0021,0.649,0.0025
