run_id,lang_pair,l2r_hits@1,l2r_hits@10,l2r_mrr,r2l_hits@1,r2l_hits@10,r2l_mrr
20260302-235024-TMMEA-DA-v1-best-epoch8-pilot-FBDB15K-norm-s42,FBDB15K,0.2037,0.5098,0.306,0.2044,0.5143,0.308
20260303-001056-TMMEA-DA-v1-best-epoch8-pilot-FBDB15K-norm-s3407,FBDB15K,0.216,0.5207,0.316,0.2254,0.5311,0.327
