run_id,lang_pair,l2r_hits@1,l2r_hits@10,l2r_mrr,r2l_hits@1,r2l_hits@10,r2l_mrr
20260228-232321-TMMEA-DA-v1-best-DBP15K-zh_en-s42,zh_en,0.549,0.8402,0.647,0.5526,0.8381,0.647
20260228-233433-TMMEA-DA-v1-best-DBP15K-zh_en-s3407,zh_en,0.5475,0.8409,0.647,0.5524,0.8403,0.649
20260228-234547-TMMEA-DA-v1-best-DBP15K-zh_en-s2026,zh_en,0.5488,0.8416,0.646,0.5494,0.8388,0.646
20260228-235700-TMMEA-DA-v1-best-DBP15K-zh_en-s7,zh_en,0.5597,0.8389,0.653,0.5561,0.8417,0.651
20260301-000821-TMMEA-DA-v1-best-DBP15K-zh_en-s123,zh_en,0.5572,0.8431,0.653,0.5546,0.8432,0.652
