run_id,lang_pair,l2r_hits@1,l2r_hits@10,l2r_mrr,r2l_hits@1,r2l_hits@10,r2l_mrr
20260303-003244-MEAformer-epoch10-pilot-DBP15K-zh_en-s42,zh_en,0.6653,0.9174,0.751,0.6642,0.915,0.751
20260303-021248-MEAformer-epoch10-pilot-DBP15K-zh_en-s3407,zh_en,0.6629,0.9153,0.749,0.6645,0.9145,0.75
