run_id,lang_pair,l2r_hits@1,l2r_hits@10,l2r_mrr,r2l_hits@1,r2l_hits@10,r2l_mrr
20260303-080319-TMMEA-DA-v1-best-epoch10-pilot-FBDB15K-norm-s42,FBDB15K,0.2162,0.5182,0.318,0.2148,0.5224,0.318
20260303-082736-TMMEA-DA-v1-best-epoch10-pilot-FBDB15K-norm-s3407,FBDB15K,0.2207,0.5387,0.323,0.2189,0.5375,0.323
